trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
trip_001145,taxi_6351,2021-06-07T10:00:00,2021-06-07T10:31:47.068283,1907,6.0,69,59,27.83,2.47,0.0,0,30.3,Cash,Chicago Taxi,42.10521392831793,-87.33540517163091,41.9789426782753,-87.58851513771651
trip_001146,taxi_6054,2021-06-09T01:00:00,2021-06-09T01:11:18.711896,678,2.9,24,13,13.77,4.49,0.0,0,18.26,Credit Card,Chicago Taxi,41.91115288113577,-87.37424134588568,42.01767793056663,-87.61793899924446
trip_001147,taxi_4770,2021-06-03T22:00:00,2021-06-03T22:45:12.808281,2712,4.0,27,26,27.99,0.95,0.0,0,28.94,Mobile,Flash Cab,41.804570183117704,-87.83313764790906,42.111781359850816,-87.87621135251317
trip_001148,taxi_8203,2021-06-16T03:00:00,2021-06-16T03:24:19.175964,1459,0.5,16,49,12.89,0.38,0.0,0,13.27,Credit Card,Blue Ribbon,42.070519672679644,-87.3666495100265,41.6751506092269,-88.01062856646293
trip_001149,taxi_4369,2021-06-19T17:00:00,2021-06-19T17:13:01.083041,781,3.6,49,76,15.89,3.13,0.0,1,20.02,Credit Card,Yellow Cab,42.131546268649835,-87.64463733486365,41.89698212172621,-87.63680305408417
trip_001150,taxi_9013,2021-06-07T22:00:00,2021-06-07T22:09:30.067021,570,1.3,46,41,9.55,2.04,0.0,0,11.59,Credit Card,Flash Cab,41.67619647675076,-87.977367217542,41.854146111130085,-87.66761683669517
trip_001151,taxi_1264,2021-06-22T16:00:00,2021-06-22T16:39:39.780376,2379,6.9,1,49,32.67,6.65,0.0,0,39.32,Credit Card,Blue Ribbon,42.126941254097936,-87.96994718101811,41.766235466058845,-87.80201462008635
trip_001152,taxi_5926,2021-06-03T18:00:00,2021-06-03T18:05:19.599670,319,0.5,30,11,6.24,0.79,6.5,1,14.53,Credit Card,Blue Ribbon,41.5595100177138,-87.27861242726615,41.987777466985705,-87.33213504360157
trip_001153,taxi_3905,2021-06-02T22:00:00,2021-06-02T22:33:59.660629,2039,4.6,73,2,25.44,3.77,0.0,0,29.21,Cash,Chicago Taxi,41.64345498892764,-87.49394383150451,42.0073727043226,-88.00105483176587
trip_001154,taxi_5801,2021-06-09T22:00:00,2021-06-09T22:07:10.228740,430,2.5,48,54,11.42,2.47,6.5,5,25.39,Cash,Blue Ribbon,41.65345199335204,-87.300966730603,42.129180113157844,-87.45642666334261
trip_001155,taxi_2792,2021-06-29T12:00:00,2021-06-29T12:12:50.459480,770,3.1,21,4,14.69,4.63,0.0,0,19.32,Credit Card,Flash Cab,41.73363889040196,-87.549750009935,42.09538851160448,-87.83785492407135
trip_001156,taxi_6432,2021-06-14T16:00:00,2021-06-14T16:23:29.036647,1409,3.8,4,61,20.06,6.47,0.0,0,26.53,Credit Card,Flash Cab,42.098146160279164,-88.01280043995693,41.77622206253932,-87.57119401858733
trip_001157,taxi_2640,2021-06-23T09:00:00,2021-06-23T09:16:12.570364,972,3.5,2,45,16.7,1.98,0.0,0,18.68,Cash,Yellow Cab,41.80192972714391,-87.99693942003006,42.131238240639966,-87.6784533442058
trip_001158,taxi_3202,2021-06-18T17:00:00,2021-06-18T17:10:07.842533,607,0.5,1,40,7.92,1.91,0.0,2,11.83,Credit Card,Blue Ribbon,42.08972939507462,-87.84451070351483,41.74372587497402,-87.6180111267234
trip_001159,taxi_2579,2021-06-27T04:00:00,2021-06-27T04:24:38.052113,1478,0.8,62,64,13.78,3.26,6.5,5,28.54,Credit Card,Flash Cab,41.62549978592684,-87.63821277541038,42.03326848868559,-87.93592357501059
trip_001160,taxi_2553,2021-06-29T03:00:00,2021-06-29T03:06:14.178105,374,1.2,52,37,8.11,0.82,6.5,0,15.43,Credit Card,Yellow Cab,41.69986727636854,-87.84946343788728,41.988018164006036,-87.8091134826623
trip_001161,taxi_9518,2021-06-20T17:00:00,2021-06-20T17:42:52.123384,2572,3.7,67,74,26.61,0.29,0.0,5,31.9,Mobile,Flash Cab,41.746766408184264,-87.75018344127416,41.637132599559585,-87.4608717385851
trip_001162,taxi_1786,2021-06-02T11:00:00,2021-06-02T11:57:51.719022,3471,5.0,26,24,34.64,0.62,0.0,5,40.26,Credit Card,Flash Cab,41.93077839032165,-87.38169672611492,41.69269759727367,-87.73258912371081
trip_001163,taxi_8927,2021-06-01T11:00:00,2021-06-01T11:05:16.532258,316,0.5,45,25,6.22,0.96,0.0,2,9.18,Credit Card,Blue Ribbon,41.82126246836498,-87.8781310471702,41.92278753636541,-87.61329645848356
trip_001164,taxi_9429,2021-06-06T00:00:00,2021-06-06T00:05:33.896965,333,0.5,44,44,6.32,2.1,0.0,5,13.42,Cash,City Service,41.75458979669357,-87.35242311067967,42.01320467389629,-87.68494719467611
trip_001165,taxi_9504,2021-06-05T02:00:00,2021-06-05T02:20:53.273275,1253,1.0,34,9,12.8,1.41,0.0,5,19.21,Mobile,Blue Ribbon,41.93537561606801,-87.27819716010501,41.625736901586876,-87.86829995527812
trip_001166,taxi_5844,2021-06-20T12:00:00,2021-06-20T12:26:48.146231,1608,3.0,17,45,19.49,4.97,0.0,0,24.46,Mobile,Blue Ribbon,41.811698464542474,-87.26255064046653,41.59978034630251,-87.35642600672436
trip_001167,taxi_9370,2021-06-22T12:00:00,2021-06-22T12:21:35.914287,1295,0.6,25,19,12.19,2.19,0.0,0,14.38,Cash,Yellow Cab,41.669206272364015,-87.45432336119451,41.865344813172236,-87.42604984550613
trip_001168,taxi_1769,2021-06-25T00:00:00,2021-06-25T00:06:53.010433,413,0.5,69,47,6.78,1.79,0.0,2,10.57,Credit Card,Flash Cab,41.96621684855445,-87.25226012151916,41.65005207974228,-87.92300016224303
trip_001169,taxi_4707,2021-06-30T00:00:00,2021-06-30T00:54:50.579539,3290,3.3,20,70,29.98,4.73,6.5,0,41.21,Credit Card,Blue Ribbon,42.06497711778669,-87.82726289600782,42.12543405876672,-87.29088071345764
trip_001170,taxi_7901,2021-06-13T15:00:00,2021-06-13T15:30:05.136043,1805,3.5,61,60,21.58,0.68,0.0,1,23.26,Mobile,Flash Cab,41.982928588709875,-87.81000543236522,41.59492229037581,-87.48332715299274
trip_001171,taxi_2094,2021-06-29T12:00:00,2021-06-29T12:28:56.129669,1736,3.1,8,53,20.39,3.92,0.0,0,24.31,Cash,Flash Cab,41.83855927358169,-87.92179763457422,42.13325700673605,-87.26883592634852
trip_001172,taxi_7865,2021-06-11T08:00:00,2021-06-11T08:27:33.752150,1653,3.5,51,76,20.75,3.98,0.0,1,25.73,Cash,Flash Cab,42.05059741594079,-87.99357468946991,42.12801440633409,-87.82902570283152
trip_001173,taxi_3487,2021-06-18T03:00:00,2021-06-18T03:12:00.872511,720,2.5,27,57,13.1,1.17,6.5,0,20.77,Cash,City Service,42.00635075715543,-88.04138477065113,41.62037520790378,-87.8010715274558
trip_001174,taxi_8718,2021-06-05T09:00:00,2021-06-05T09:25:05.201133,1505,2.0,30,57,16.6,3.05,0.0,5,24.65,Mobile,Yellow Cab,41.87475568835249,-87.56197144118329,41.64220596434356,-87.34581849587565
trip_001175,taxi_7250,2021-06-15T13:00:00,2021-06-15T13:31:05.781367,1865,5.4,33,15,26.37,2.12,0.0,0,28.49,Credit Card,Blue Ribbon,41.90098714456762,-87.34900614196205,41.964862153822956,-87.41443550892292
trip_001176,taxi_2688,2021-06-13T10:00:00,2021-06-13T10:21:15.881199,1275,0.5,12,77,11.82,1.77,0.0,0,13.59,Mobile,Flash Cab,42.07161677263662,-87.51807151142043,42.052025470293756,-87.27940446476653
trip_001177,taxi_2723,2021-06-18T23:00:00,2021-06-18T23:06:59.014127,419,0.5,36,36,6.82,1.38,6.5,0,14.7,Mobile,Chicago Taxi,41.74729780295333,-87.51641721226993,41.70074944041559,-87.76467096756046
trip_001178,taxi_8955,2021-06-01T13:00:00,2021-06-01T13:15:17.052047,917,3.3,32,75,16.0,3.8,6.5,0,26.3,Credit Card,Flash Cab,41.904650663288386,-87.5174972101107,41.61237927227007,-87.42526245816791
trip_001179,taxi_7157,2021-06-21T19:00:00,2021-06-21T19:07:30.973350,450,0.5,67,49,7.01,0.84,0.0,2,9.85,Credit Card,Chicago Taxi,41.61467860753988,-87.37943548087121,41.93560666570397,-87.9711386169456
trip_001180,taxi_6909,2021-06-05T01:00:00,2021-06-05T01:05:15.577637,315,2.9,75,54,11.54,2.2,0.0,0,13.74,Credit Card,Yellow Cab,41.75838267198394,-87.41949091887328,42.061339820000875,-87.59132406196946
trip_001181,taxi_8074,2021-06-23T07:00:00,2021-06-23T08:08:13.624284,4093,8.0,4,28,45.22,18.15,0.0,0,63.37,Credit Card,Flash Cab,41.56448665394122,-87.29324019355201,41.60928252022986,-87.31346424572382
trip_001182,taxi_5153,2021-06-02T05:00:00,2021-06-02T05:06:46.671407,406,0.5,46,45,6.75,1.69,0.0,5,13.44,Mobile,Flash Cab,41.71597948571745,-87.42303215832831,41.744707441888174,-87.49071645742073
trip_001183,taxi_4430,2021-06-28T02:00:00,2021-06-28T02:23:41.147943,1421,0.5,72,71,12.67,1.68,0.0,0,14.35,Mobile,Blue Ribbon,42.001991492577815,-87.42522541990597,41.65323480894291,-87.650130874773
trip_001184,taxi_9818,2021-06-04T19:00:00,2021-06-04T19:06:59.738359,419,0.5,30,41,6.82,1.07,0.0,0,7.89,Mobile,Yellow Cab,42.09850278819475,-87.97765401220649,41.79363915911134,-87.5525602191854
trip_001185,taxi_4312,2021-06-28T06:00:00,2021-06-28T06:08:53.608649,533,0.8,34,63,8.22,1.66,0.0,0,9.88,Mobile,City Service,42.03353849994139,-87.33337581538282,42.00286250781663,-87.28255333203946
trip_001186,taxi_4109,2021-06-14T18:00:00,2021-06-14T18:20:10.815621,1210,4.6,75,40,20.6,4.27,0.0,0,24.87,Credit Card,Chicago Taxi,41.72772221605526,-87.60206299103348,41.65674486189174,-87.55522321644047
trip_001187,taxi_2483,2021-06-04T05:00:00,2021-06-04T05:12:55.106787,775,0.5,77,52,8.9,0.44,0.0,0,9.34,Mobile,Flash Cab,41.97953286025002,-87.6237377980125,41.78805404364928,-87.31299333938814
trip_001188,taxi_2346,2021-06-05T10:00:00,2021-06-05T10:27:19.547280,1639,0.5,42,29,13.94,3.78,0.0,5,22.72,Credit Card,Yellow Cab,41.69754215574855,-87.9259905477314,42.14560636851395,-88.02891264859144
trip_001189,taxi_5019,2021-06-10T13:00:00,2021-06-10T13:07:51.550150,471,0.5,29,57,7.13,1.47,0.0,5,13.6,Cash,Flash Cab,41.55745101256725,-87.85505583903438,41.56246437217682,-87.56022358844714
trip_001190,taxi_4149,2021-06-19T17:00:00,2021-06-19T17:22:16.701273,1336,4.4,53,24,21.01,5.57,0.0,1,27.58,Credit Card,Chicago Taxi,41.789770100834616,-87.58963450855849,42.091405615117246,-87.74031696470504
trip_001191,taxi_5318,2021-06-12T03:00:00,2021-06-12T03:33:00.336181,1980,3.3,56,48,22.23,5.93,0.0,5,33.16,Mobile,Flash Cab,41.74209283384846,-87.76434066249705,42.12485465568244,-87.94240575837098
trip_001192,taxi_3109,2021-06-30T23:00:00,2021-06-30T23:31:12.308004,1872,0.8,13,65,15.87,3.43,0.0,0,19.3,Credit Card,Chicago Taxi,41.73809086876277,-87.40419714554373,41.91245495182793,-87.47391500265394
trip_001193,taxi_4669,2021-06-30T22:00:00,2021-06-30T22:05:31.230464,331,0.5,60,35,6.31,0.26,0.0,5,11.57,Credit Card,Yellow Cab,41.826143322671086,-87.69970323743145,41.904637757403485,-87.99827379016183
trip_001194,taxi_8347,2021-06-08T07:00:00,2021-06-08T07:24:11.996334,1451,1.7,72,8,15.54,3.31,0.0,0,18.85,Mobile,Blue Ribbon,42.07054628896554,-87.93169590196743,41.95920420596486,-87.99766979244511
trip_001195,taxi_1451,2021-06-12T18:00:00,2021-06-12T18:07:40.991906,460,5.9,77,63,19.16,2.46,0.0,2,23.62,Credit Card,Flash Cab,42.14172395644894,-87.87783668838858,41.82126703400832,-87.61928343953367
trip_001196,taxi_4810,2021-06-29T18:00:00,2021-06-29T18:20:35.425360,1235,2.5,73,66,15.97,1.72,0.0,0,17.69,Credit Card,Flash Cab,42.009780150083955,-87.2658571560304,41.90212347648051,-87.35981274243132
trip_001197,taxi_6871,2021-06-27T00:00:00,2021-06-27T00:20:43.222906,1243,3.4,76,16,18.12,1.42,6.5,0,26.04,Credit Card,Chicago Taxi,41.588177242263136,-87.71903084677231,41.64672433167349,-87.89430482835294
trip_001198,taxi_1483,2021-06-26T15:00:00,2021-06-26T15:39:18.208212,2358,3.9,64,16,25.84,3.43,0.0,0,29.27,Mobile,Yellow Cab,41.606496856865945,-87.72715577141045,41.970557163427905,-87.50171755321354
trip_001199,taxi_8772,2021-06-18T09:00:00,2021-06-18T09:28:22.753170,1702,1.2,18,44,15.8,1.48,6.5,1,24.78,Cash,Yellow Cab,41.73671723017912,-87.90807123954735,41.808216534014335,-87.84838869273852
trip_001200,taxi_7576,2021-06-04T20:00:00,2021-06-04T20:24:01.176329,1441,5.6,26,30,24.22,5.47,0.0,0,29.69,Mobile,Yellow Cab,41.75383210235116,-87.44854769054635,41.864320364256656,-88.03367939067304
trip_001201,taxi_1969,2021-06-26T20:00:00,2021-06-26T20:14:04.620894,844,0.5,48,13,9.3,3.28,0.0,0,12.58,Cash,Yellow Cab,42.12815985374955,-87.62670322649134,41.55279661563125,-87.7421971839293
trip_001202,taxi_7141,2021-06-02T04:00:00,2021-06-02T04:09:12.770629,552,1.9,9,23,10.81,3.5,0.0,2,16.31,Cash,Chicago Taxi,41.84892081401551,-87.6218288050987,42.135464623623704,-87.97242737488689
trip_001203,taxi_7130,2021-06-30T03:00:00,2021-06-30T03:13:52.962769,832,0.6,74,23,9.55,1.6,0.0,0,11.15,Credit Card,Flash Cab,41.85439723647617,-87.39851082075242,41.81706386818145,-87.55233390904203
trip_001204,taxi_5774,2021-06-23T22:00:00,2021-06-23T22:34:05.628234,2045,1.4,14,45,18.24,5.08,0.0,0,23.32,Cash,Chicago Taxi,41.86109330877983,-87.32981551826167,41.84859062966627,-87.5671973040387
trip_001205,taxi_9978,2021-06-27T03:00:00,2021-06-27T03:27:31.166255,1651,5.6,50,58,25.49,3.41,0.0,0,28.9,Credit Card,Chicago Taxi,41.5892781496272,-87.85302226325457,41.63482882636541,-87.28169034828196
trip_001206,taxi_1681,2021-06-21T22:00:00,2021-06-21T22:17:06.567286,1026,3.1,46,8,16.14,2.73,0.0,0,18.87,Credit Card,Chicago Taxi,41.609268222068735,-87.63412495797304,41.94810755992594,-87.79355754904827
trip_001207,taxi_9715,2021-06-23T11:00:00,2021-06-23T11:10:46.625872,646,1.5,67,51,10.43,1.06,0.0,2,13.49,Credit Card,Flash Cab,41.719536934734805,-87.94161946506557,42.00811356692631,-87.81563267741056
trip_001208,taxi_8129,2021-06-27T17:00:00,2021-06-27T18:14:41.044050,4481,6.3,49,11,43.52,7.26,0.0,1,51.78,Credit Card,Yellow Cab,41.844743644167416,-87.79278840088098,41.84046269331722,-87.73895307596983
trip_001209,taxi_1903,2021-06-22T05:00:00,2021-06-22T05:13:17.356047,797,0.5,68,6,9.03,1.64,6.5,0,17.17,Cash,Yellow Cab,41.73427189838332,-87.58002411277383,42.090165806880336,-87.61577037469532
trip_001210,taxi_1785,2021-06-28T08:00:00,2021-06-28T08:26:27.892164,1587,0.5,69,4,13.64,0.61,6.5,0,20.75,Credit Card,City Service,41.780940834529275,-87.76858751199134,41.87265820228652,-87.3910030971444
trip_001211,taxi_9329,2021-06-30T04:00:00,2021-06-30T04:07:26.799385,446,0.5,68,23,6.98,1.79,6.5,1,16.27,Credit Card,City Service,41.958680032339025,-88.0142234330734,41.67869589819901,-87.68421299487375
trip_001212,taxi_6247,2021-06-08T22:00:00,2021-06-08T22:14:47.805716,887,0.5,10,27,9.55,3.21,6.5,0,19.26,Credit Card,Flash Cab,41.892687198402385,-87.55958636393791,41.577140329429895,-87.74480901833755
trip_001213,taxi_1077,2021-06-30T09:00:00,2021-06-30T09:25:53.745105,1553,2.9,31,43,18.92,4.18,0.0,0,23.1,Cash,Blue Ribbon,42.04594332677888,-87.75257297803412,42.05267238647622,-88.0141945710425
trip_001214,taxi_5230,2021-06-07T01:00:00,2021-06-07T02:06:49.791588,4009,6.5,55,74,41.33,3.49,0.0,2,46.82,Mobile,Flash Cab,42.11416367536194,-87.52733091272931,42.09824170890129,-87.72263727372717
trip_001215,taxi_7178,2021-06-01T10:00:00,2021-06-01T10:23:24.981358,1404,0.5,36,25,12.57,3.76,0.0,1,17.33,Credit Card,City Service,41.91007777606143,-87.5487703222482,41.787281084247525,-87.49319858689829
trip_001216,taxi_4653,2021-06-20T03:00:00,2021-06-20T03:13:15.140685,795,0.8,10,15,9.61,0.99,6.5,0,17.1,Credit Card,Flash Cab,42.0913302844369,-87.65917055567205,41.660015136913685,-87.7880971481361
trip_001217,taxi_7524,2021-06-11T22:00:00,2021-06-11T22:08:33.031262,513,0.5,37,69,7.37,1.73,6.5,5,20.6,Mobile,City Service,42.063304855987916,-87.84080064828103,42.006593572137064,-87.73407500491813
trip_001218,taxi_9158,2021-06-09T14:00:00,2021-06-09T14:06:12.420356,372,5.0,26,17,16.56,4.56,0.0,0,21.12,Credit Card,Yellow Cab,41.831374192888234,-87.96252488427517,41.68718704747274,-87.38352421290837
trip_001219,taxi_2104,2021-06-08T20:00:00,2021-06-08T20:46:06.055244,2766,0.9,31,56,21.45,5.44,6.5,0,33.39,Credit Card,City Service,41.81286513688421,-87.9357930335878,41.90820088581351,-88.01715847454741
trip_001220,taxi_6208,2021-06-22T11:00:00,2021-06-22T11:37:29.534237,2249,2.1,6,73,21.14,3.94,0.0,0,25.08,Credit Card,Flash Cab,41.75480849531064,-87.28966848104714,42.10310386497764,-87.7699062260268
trip_001221,taxi_7411,2021-06-09T13:00:00,2021-06-09T13:21:41.239768,1301,1.8,49,20,14.8,3.62,0.0,5,23.42,Mobile,Chicago Taxi,41.58818962823705,-87.90282947047226,41.666603454958896,-87.52359022664321
trip_001222,taxi_2136,2021-06-19T17:00:00,2021-06-19T17:12:01.727780,721,1.1,32,68,9.83,1.71,0.0,0,11.54,Mobile,Chicago Taxi,41.646658798203006,-87.61230131409063,41.740532134726855,-87.96090735981011
trip_001223,taxi_9753,2021-06-03T18:00:00,2021-06-03T18:16:20.391637,980,0.5,3,22,10.09,1.96,0.0,1,13.05,Mobile,City Service,41.57305801276931,-87.32878431019907,41.96058996424226,-88.04527871381514
trip_001224,taxi_7349,2021-06-01T03:00:00,2021-06-01T04:01:07.495512,3667,7.1,73,16,40.67,12.17,0.0,2,54.84,Cash,Yellow Cab,41.88818325495235,-87.99086078989629,41.93931757729053,-87.32135083391412
trip_001225,taxi_5627,2021-06-25T09:00:00,2021-06-25T09:40:15.377367,2415,3.9,50,58,26.19,2.97,0.0,5,34.16,Cash,Blue Ribbon,41.91756510101278,-87.77388299715442,42.142786487803,-87.68601257515473
trip_001226,taxi_6900,2021-06-07T12:00:00,2021-06-07T12:24:53.404799,1493,3.5,29,19,19.77,4.46,0.0,1,25.23,Mobile,Flash Cab,42.127823813113736,-87.73923857808626,41.70432657248648,-87.92174668092682
trip_001227,taxi_3359,2021-06-01T21:00:00,2021-06-01T21:11:29.330211,689,2.3,6,59,12.37,1.42,0.0,1,14.79,Credit Card,Chicago Taxi,42.06101018887901,-87.26000850556952,41.625014532387866,-87.54880007295048
trip_001228,taxi_7844,2021-06-09T21:00:00,2021-06-09T21:05:49.343345,349,1.5,59,58,8.56,0.0,0.0,1,9.56,Credit Card,Blue Ribbon,41.828110292689026,-87.7797589342236,41.94922405510642,-87.94350825713094
trip_001229,taxi_4554,2021-06-23T14:00:00,2021-06-23T14:22:22.845601,1342,2.6,25,73,16.96,3.69,0.0,0,20.65,Cash,Chicago Taxi,41.76804894313375,-87.67929925591824,42.067463210660115,-87.41633735651847
trip_001230,taxi_4498,2021-06-16T23:00:00,2021-06-16T23:18:07.664509,1087,0.5,51,19,10.72,1.58,0.0,5,17.3,Credit Card,Yellow Cab,41.87569722377764,-87.6881441515665,42.09280563816229,-87.28541372552766
trip_001231,taxi_4267,2021-06-27T14:00:00,2021-06-27T14:16:35.472891,995,0.5,28,44,10.18,3.08,0.0,1,14.26,Credit Card,Flash Cab,41.94579087667595,-87.30030241896212,41.80907029143117,-87.29544057582034
trip_001232,taxi_7323,2021-06-02T00:00:00,2021-06-02T00:06:07.332686,367,2.3,73,23,10.55,2.07,0.0,5,17.62,Mobile,Chicago Taxi,42.011544018190456,-87.53700948714092,41.895041485645734,-87.40933055759783
trip_001233,taxi_8677,2021-06-07T10:00:00,2021-06-07T10:14:39.882443,879,0.9,32,17,10.36,0.66,0.0,1,12.02,Credit Card,City Service,41.91621482640365,-87.43928590051935,41.86835286647968,-87.54753150417855
trip_001234,taxi_2070,2021-06-02T12:00:00,2021-06-02T12:05:59.485579,359,1.5,11,3,8.61,1.84,0.0,5,15.45,Credit Card,Yellow Cab,41.748905181225844,-87.97804242185775,42.10893758789511,-87.76464291689989
trip_001235,taxi_2081,2021-06-07T10:00:00,2021-06-07T10:22:44.079665,1364,4.6,47,41,21.46,2.9,0.0,0,24.36,Credit Card,Blue Ribbon,41.83505239936093,-87.48711742654314,41.723844629391614,-87.96880040882627
trip_001236,taxi_3674,2021-06-24T23:00:00,2021-06-24T23:21:10.773515,1270,3.0,54,16,17.43,4.67,0.0,0,22.1,Credit Card,Chicago Taxi,41.79580793451494,-87.6006687429409,41.92720949412689,-87.49010990868031
trip_001237,taxi_2857,2021-06-12T23:00:00,2021-06-12T23:35:41.226991,2141,0.5,19,57,16.92,5.41,0.0,5,27.33,Credit Card,Yellow Cab,41.63135924434766,-87.74524068550579,41.77762185250318,-87.91363363404788
trip_001238,taxi_6937,2021-06-01T20:00:00,2021-06-01T21:08:22.556930,4102,11.4,57,75,52.79,13.26,6.5,2,74.55,Credit Card,Flash Cab,41.818400050225804,-88.03411466497006,41.84506022012206,-87.51259061952364
trip_001239,taxi_7061,2021-06-15T16:00:00,2021-06-15T16:09:58.904080,598,3.2,9,23,13.95,4.67,0.0,0,18.62,Cash,Chicago Taxi,41.73006272469777,-87.73510739852928,41.639691599209485,-87.25568255820853
trip_001240,taxi_6254,2021-06-29T12:00:00,2021-06-29T12:09:05.242681,545,1.2,38,11,9.13,1.19,6.5,0,16.82,Mobile,Chicago Taxi,42.140142550167376,-87.65420008292226,41.923117316772256,-87.57774181116976
trip_001241,taxi_4146,2021-06-08T05:00:00,2021-06-08T05:33:51.144456,2031,0.5,66,36,16.22,3.09,0.0,0,19.31,Credit Card,Yellow Cab,41.84376543008641,-87.32534667750072,41.58120664201411,-87.85895685732058
trip_001242,taxi_8093,2021-06-14T01:00:00,2021-06-14T01:26:57.813976,1617,2.5,44,6,18.25,2.11,0.0,0,20.36,Mobile,Blue Ribbon,41.94564631319155,-87.78366490869955,41.56882428436272,-87.35236797941775
trip_001243,taxi_1314,2021-06-27T15:00:00,2021-06-27T15:08:34.043384,514,0.5,39,49,7.37,1.0,6.5,0,14.87,Cash,Blue Ribbon,41.778010159977065,-88.02121347370573,41.953142350630245,-87.49251512661492
trip_001244,taxi_7955,2021-06-15T07:00:00,2021-06-15T07:14:46.695088,886,1.2,53,44,11.17,1.51,0.0,0,12.68,Cash,City Service,41.981470264173694,-87.60809388045726,41.84329825169582,-87.83666197607931
trip_001245,taxi_6220,2021-06-20T04:00:00,2021-06-20T04:19:20.208671,1160,0.5,66,15,11.14,1.7,0.0,5,17.84,Credit Card,Flash Cab,42.03373599244087,-87.96436031315946,41.59464877625007,-87.7512893672886
trip_001246,taxi_2431,2021-06-07T13:00:00,2021-06-07T13:41:32.714326,2492,4.2,10,2,27.22,2.35,0.0,2,31.57,Credit Card,City Service,42.07209575731566,-87.55603146511089,41.64374627433459,-87.54909889718506
trip_001247,taxi_2733,2021-06-20T15:00:00,2021-06-20T15:06:16.859383,376,0.9,16,8,7.43,0.9,0.0,5,13.33,Cash,Flash Cab,42.10080130284756,-87.30875045608786,41.661344884745944,-87.47539647846585
trip_001248,taxi_4818,2021-06-04T21:00:00,2021-06-04T21:21:41.703839,1301,2.5,27,7,16.43,4.3,0.0,0,20.73,Credit Card,Blue Ribbon,41.742242970878415,-87.62653321508981,41.835626465756675,-87.89216019685128
trip_001249,taxi_4048,2021-06-22T03:00:00,2021-06-22T04:09:16.397922,4156,11.1,61,37,52.55,11.97,6.5,2,73.02,Credit Card,Yellow Cab,41.81550979696927,-87.64393248554282,41.59773497958117,-87.27064771534371
trip_001250,taxi_4102,2021-06-12T05:00:00,2021-06-12T05:05:55.988229,355,0.5,16,10,6.45,1.05,0.0,0,7.5,Cash,Flash Cab,42.05916978264484,-87.4449710071565,41.68662932736765,-87.73426562169018
trip_001251,taxi_7754,2021-06-26T06:00:00,2021-06-26T06:08:43.432237,523,0.5,65,37,7.43,1.41,0.0,0,8.84,Cash,Blue Ribbon,41.70056987922401,-87.77419276395176,41.69446241645761,-88.0444135448048
trip_001252,taxi_3642,2021-06-30T03:00:00,2021-06-30T03:13:52.061551,832,3.3,9,8,15.62,0.18,0.0,0,15.8,Credit Card,Blue Ribbon,41.756533951622366,-87.46366865598915,41.92190723309957,-87.39583719116393
trip_001253,taxi_8306,2021-06-04T09:00:00,2021-06-04T09:06:35.836749,395,0.5,2,12,6.68,2.15,6.5,5,20.33,Mobile,Chicago Taxi,42.01283166520149,-87.31841866754604,41.96884558654315,-87.5655945141423
trip_001254,taxi_6227,2021-06-03T19:00:00,2021-06-03T19:18:27.176288,1107,1.1,58,46,12.23,2.14,0.0,2,16.37,Credit Card,City Service,41.84981695845834,-87.43927001661606,41.73808480447196,-87.25072205814737
trip_001255,taxi_3794,2021-06-09T02:00:00,2021-06-09T02:13:10.232641,790,1.5,6,46,11.32,2.5,0.0,0,13.82,Credit Card,Blue Ribbon,42.077984791077554,-87.79050577924582,42.027750992088684,-87.29382948891953
trip_001256,taxi_8408,2021-06-18T04:00:00,2021-06-18T04:31:05.242725,1865,1.3,20,19,16.96,0.89,0.0,1,18.85,Credit Card,Blue Ribbon,42.119780463089704,-87.35131059205871,42.02295918308224,-87.74483411914252
trip_001257,taxi_6991,2021-06-27T23:00:00,2021-06-27T23:10:24.477165,624,2.3,2,56,12.03,3.17,0.0,0,15.2,Cash,Flash Cab,41.905762298163964,-87.90287230481509,41.6069077224272,-87.73696668462583
trip_001258,taxi_4240,2021-06-07T09:00:00,2021-06-07T09:20:50.047391,1250,3.7,3,64,18.9,3.33,0.0,0,22.23,Credit Card,Flash Cab,41.73211327864131,-87.2858433910977,41.87959718083294,-87.86780856734546
trip_001259,taxi_9177,2021-06-21T18:00:00,2021-06-21T18:06:30.618995,390,0.5,56,56,6.65,0.5,6.5,2,15.65,Cash,Blue Ribbon,42.131459948416605,-88.00219166664262,42.12686364996141,-87.9964751365605
trip_001260,taxi_5740,2021-06-14T19:00:00,2021-06-14T19:35:30.258472,2130,3.6,19,31,23.87,4.39,0.0,5,33.26,Credit Card,Blue Ribbon,42.03217322774114,-87.71692366903719,41.557780556187886,-87.80359385829266
trip_001261,taxi_6089,2021-06-07T18:00:00,2021-06-07T18:10:05.340336,605,0.5,55,16,7.91,0.35,6.5,0,14.76,Credit Card,Flash Cab,41.86778203225984,-87.77712220713641,41.774012816580196,-87.49918840012492
trip_001262,taxi_8758,2021-06-06T11:00:00,2021-06-06T12:21:32.152628,4892,9.2,9,3,52.38,7.19,0.0,0,59.57,Credit Card,City Service,41.80020034721245,-87.88243520888939,41.74572037021048,-87.86324932032737
